idx,smiles
8283,C(N([S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C)CO
8284,CN[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
8285,C(N[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C
8286,C(N[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCN(C)C
8287,C(N[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C
8288,C(N([S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C)CO
8289,C(N([S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC=C)C
8290,C(N([S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C)CCCO
8291,C(N[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCN(C)C
8292,C(N([S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C)CCCO
8293,C(N([S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCCC)CO
8294,O=[S](C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(=O)Cl
8295,C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(C(C(C(C(F)(F)S(=O)(=O)F)(F)F)(F)F)(F)F)(F)F
8296,O=C(C(C(C(C(C(F)(F)F)(F)C(F)(F)F)(F)F)(F)F)(F)F)O
8297,O=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
8298,O=C(C(C(C(C(C(C(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
8299,O=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
8300,C1C[N+](CCN1C(=O)C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(CCO)CC(=O)[O-]
8301,FC(F)(C(F)(F)P(O)(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
8302,C(C(C(C(C(F)(F)P(=O)(O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F
8303,C(C(C(F)(F)P(=O)(O)O)(F)F)(C(F)(F)F)(F)F
8304,C(C(C(F)(F)P(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)O)(F)F)(C(F)(F)F)(F)F
8305,O=[S](=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
8306,O=[S](=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
8307,O=[S](=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
8308,[H]CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
8309,C(N([S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C)CCCOC(=O)C(=C)C
8310,C(N([S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C)CCCOC(=O)C(=C)C
8311,O=[S]1(C(C(C(C1(F)F)(F)F)(F)F)(F)F)=O
8312,C(N[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C
8313,O=[S](F)(=O)C1(F)C(F)(F)C(F)(F)C(F)(F)C(C1(F)F)(F)F
8314,C(N([S](=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)CCO)CO
8315,C(N[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C
8316,C1=CC=C(C=C1)CN[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
8317,C(S(=O)(=O)N(CCOP(=O)OCCN(S(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C)C)(C(C(C(F)(F)F)(F)F)(F)F)(F)F
8318,C1=CC=C(C=C1)CN[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
8319,C(N([S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(=O)OCC)C
8320,C(N([S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C)CCCO
8321,C1=CC=C(C=C1)CN[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
8322,N[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
8323,CN[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
8324,C(N[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C
8325,C1=CC=C(C=C1)CN[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
8326,C(N([S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCO[P](=O)(O)O)C
8327,C(N([S](C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(=O)=O)C)CO
8328,CN(CCO)[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
8329,C(N([S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC=C)C
8330,C(N([S](C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(=O)=O)CC)CO
8331,C(N([S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCC[N+](C)(C)C)C([O-])=O
8332,C(C(C(C(F)(F)[S](=O)(=O)O[S](C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(=O)=O)(F)F)(F)F)(F)(F)F
8333,C(N[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCN(C)C
8334,C(N([S](C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(=O)=O)CCC)CO
8335,C(N([S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C)CCCO
8336,C(O)CN([S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCO
8337,OCCN(CCO)[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
8338,C1=CC=C(C=C1)CN[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
8339,C(N([S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCCC)CO
8340,C(N([S](C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(=O)=O)CCCN(C)C)CC[S](=O)(=O)O
8341,C[N@@](CCOC(C=C)=O)S(C(C(C(C(C(F)(F)C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(=O)=O
8342,C(N([S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(=O)OCC)C
8343,C(N([S](=O)(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CCOCCOCCO)CCN(C)C
8344,CCN(CCOC(=O)C=C)[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
8345,CN([O-])C(CCN[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)N(C)[O-]
8346,C(N([S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCOC(=O)C=C)CC
8347,CCN(CCOC(=O)C(C)=C)[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
8348,C(N([S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C)CCCOC(=O)C=C
8349,C(OC(C(C)=C)=O)CN(CCC)[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(C(F)(F)F)(F)F
8350,CCCCN(CCOC(=O)C=C)[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
8351,C(N([S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C)CCCOC(=O)C(=C)C
8352,C(N([S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC)CO[P](=O)(O)OCCN([S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC
8353,C(N([S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCC[P](=O)(OCC)OCC)C
8354,C(N([S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C)CCCO
8355,C(O)CN([S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCC
8356,C(N([S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCC[N+](C)(C)C)C([O-])=O
8357,C(CCN([S](=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CCCN(C)C)[S](=O)(=O)O
8358,O=[S](=O)(C1(C(C(F)(F)C(C(C1(F)F)(F)F)(C(C(F)(F)F)(F)F)F)(F)F)F)F
8359,CC(F)F
8360,C(F)(F)Cl
8361,O=C(C(OC(C(C(F)(F)F)(F)F)(F)F)(C(F)(F)F)F)O
8362,FC(C(C(C(F)(F)F)(F)F)(F)F)(C(C(F)(F)F)(F)F)F
8363,O=C(O)C(F)(F)C(F)OC(F)(F)C(F)(F)C(F)(F)OC(F)(F)F
8364,C(C1(C(C(C(C(C1(F)F)(F)F)(F)F)(F)F)(F)F)F)OP(=O)(O)O
8365,C1(=C(F)C(=C(C(=C1F)F)OC(F)(C(F)(F)OC(F)=C(F)F)C(F)(F)F)F)F
8366,C(=C(\C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)/F)\C(=O)O
8367,FC(F)(F)C(F)(F)C(F)(F)CO[P](=O)(OCC(F)(F)C(F)(F)C(F)(F)F)OCC(F)(F)C(F)(F)C(F)(F)F
8368,C([N+](C)(C)C)C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F.[I-]
8369,C(N[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC[N+](C)(C)C.C(N[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC[N+](C)(C)C.O=[S]([O-])([O-])=O
8370,C(NC(OCC)=O)C(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCS[S]([O-])(=O)=O.[K+]
8371,C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C[N+](C)(CCO)CCO.[I-]
8372,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Cl)(F)F.[NH4+]
8373,O=[S]([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+]
8374,O=C(C(C(C(C(C(C(C(F)(F)F)(C(Cl)(F)F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O.N
8375,O=[S]([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+]
8376,C(N[S](C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(=O)=O)CC[N+](C)(C)C.[Cl-]
8377,C(N[S](C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(=O)=O)CC[N+](C)(C)C.[Cl-]
8378,C(N[S](C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(=O)=O)CC[N+](C)(C)C.[I-]
8379,C(N[S](C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(=O)=O)CC[N+](C)(C)C.[I-]
8380,O=[S]([O-])(=O)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F.[K+]
8381,[K+].C1(C(C(C(C(C1(F)F)(F)F)(F)F)(F)F)(F)F)(S(=O)(=O)[O-])C(C(F)(F)F)(F)F
8382,[K].O=[S](=O)(O)C1(F)C(F)(F)C(F)(F)C(F)(C(F)(F)C1(F)F)C(F)(F)C(F)(F)F
8383,FC(C(C(C(C(C(C(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F)(F)F)(F)F)(F)F)([S](=O)(=O)[O-])F.[K+]
8384,[Li+].[O-][S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
8385,C(N([S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCC)C([O-])=O.[K+]
8386,CN(C)CCCN(CC(CS(=O)(=O)[O-])O)S(=O)(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F.[Na+]
8387,C1=C(CN[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=CC=C1)[S]([O-])(=O)=O.[Na+]
8388,C1=C(CN[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=CC=C1)[S]([O-])(=O)=O.[Na+]
8389,C1=C(CN[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=CC=C1)[S]([O-])(=O)=O.[Na+]
8390,C1=C(CN[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=CC=C1)[S]([O-])(=O)=O.[Na+]
8391,C1=C(CN[S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=CC=C1)[S]([O-])(=O)=O.[Na+]
8392,O=[S]([O-])(=O)C1(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F)C(F)(F)F.[K+]
8393,O=[S]([O-])(=O)C1(C(F)(C(F)(F)C(F)(F)C(F)(F)C1(F)F)C(F)(F)F)C(F)(F)F.[K+]
8394,C=O.C(N([S](=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC)C([O-])=O.C(N[S](=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C([O-])=O.[K+].[K+].C(C)C
8395,COc1ccc(C)cc1N
8396,CCOc1ccc(N)cc1
8397,CCOc1ccccc1N
8398,C[N+](C)(C)c1ccccc1
8399,CC/C=C\CCOCCC#N
8400,O=C1CC2(CCCCC2)CN1
8401,CN(C)CC1CCCCC1=O
8402,CC1Cc2ccc(C)cc2C1=O
8403,CCOCCOCCOCCO
8404,CN(C)C12CC3CC(CC(C3)C1)C2
8405,C1CCC(CC1)NC2CCCCC2
8406,CCOc1ccc(cc1)N(C)C(C)=O
8407,CNC1Cc2cc(c(cc12)OC)OC
8408,CCNC(C)Cc1ccc(OC)cc1
8409,CCCCCCCCN1CCCC1=O
8410,CC1(C)CC(O)CC(C)(C)N1CCO
8411,CCNCC(=O)Nc1c(C)cccc1C
8412,CCOC(=O)/C=C/1CC[C@H]2C[C@@H]1C2(C)C
8413,CC1(C)[C@H]2CC[C@]1(C)C(C2)OC(=O)C=C
8414,CCCCC(CC)CO[P]([O-])([O-])=O
8415,N=C(Nc1ccccc1)Nc2ccccc2
8416,CC1(C)S[C@@H]2[C@H](N)C(=O)N2[C@H]1C(O)=O
8417,OC(=O)CCC(=O)OCCOC(=O)C=C
8418,COc1cc2CC(=O)NC=Cc2cc1OC
8419,CC(CC1=CC(=CC(=O)O1)C)CC(C)(C)C
8420,CC(=C)C(=O)OC1CC2CCC1(C)C2(C)C
8421,CCCCC(CC)C1OCCN1CCCC
8422,CCC(C)C(C)C(C)CCc1ccc(O)cc1
8423,CC1CC=C(CCC=C(C)C)CC1(C)C(C)=O
8424,CC1CC2=C(CC1(C)C(C)=O)C(C)(C)CCC2
8425,CC1CC(=CCC1(C)C(C)=O)CCC=C(C)C
8426,CCCCC(CC)COC(=O)c1ccccc1O
8427,CCCCCCCCOc1ccccc1C(O)=O
8428,CCCCCCCC(NCCCCCC(O)=O)C=O
8429,CCCCCCCCCCCC(=O)N(C)CC(O)=O
8430,C[C@]12CC[C@@H]3[C@H]4CCC(=O)C=C4C=C[C@H]3[C@@H]1CC[C@@H]2O
8431,COC(=O)c1ccc(C)cc1C2=NC(=O)C(C)(N2)C(C)C
8432,CCOC(=O)CC(C)(OOC(C)(C)CC)OOC(C)(C)CC
8433,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@H](C1)N=[N+]=[N-]
8434,Cc1cc(c(c(c1C(=O)CCCCCCCCCO)O)OC)OC
8435,CCCCOCCOCCOCc1cc2OCOc2cc1CCC
8436,COC(=O)[C@@H](C)O
8437,CCOC(=O)OC
8438,COCC(C)OC(C)=O
8439,CCOCCOC(C)=O
8440,CCCOC(=O)[C@H](C)O
8441,COC(C)COC(C)=O
8442,CCCCOC(=O)CO
8443,CC(=O)CC(C)(C)NC(=O)C=C
8444,CC(C)CC1(C)OCC(CO)O1
8445,CC(C)(C)OOC(=O)C(C)(C)C
8446,OC(=O)CCCCCCCC(O)=O
8447,CCCC(CCC)(C(O)=O)C(O)=O
8448,CO[C@@H]1O[C@H](C)[C@H]2OC(C)(C)O[C@@H]12
8449,OC(=O)CCCCCCCCC(O)=O
8450,C(CCOCC1CO1)COCC2CO2
8451,CC(C)OC(=O)CCC(=O)OC(C)C
8452,CC(C)C(=O)OCCOc1ccccc1
8453,COCCc1ccc(OCC2CO2)cc1
8454,CCOC(=O)[C@H](O)CCc1ccccc1
8455,[NH3+][C@H]1[C@H]2SCC(=C(N2C1=O)C([O-])=O)C=C
8456,COC(=O)CCCCCCCCC(=O)OC
8457,C(CCCOCC1CO1)CCOCC2CO2
8458,CCCCOCCOCCOC(=O)C(C)=C
8459,CC(=O)OCCOCCOCCOC(C)=O
8460,CCC(C)(C)OOC(=O)CC(C)CC(C)(C)C
8461,C=CCOC(=O)c1ccccc1C(=O)OCC=C
8462,FC1(F)Oc2cccc(c2O1)c3c[nH]cc3C#N
8463,O=C(OCC1CCC2OC2C1)C3CCC4OC4C3
8464,CCCCOC(=O)CCCCC(=O)OCCCC
8465,CCCC(C)C(CC)(C(=O)OCC)C(=O)OCC
8466,CCCCC(CC)COC(=O)OOC(C)(C)CC
8467,CCCCCCCC(=O)c1ccc(O)c(c1)C(O)=O
8468,COC(=O)c1cc(cc(c1)[S](O)(=O)=O)C(=O)OC
8469,CC(C)(C)CCCCC1(OO1)C(=O)OC(C)(C)CC(C)(C)C
8470,CCCCCCCCCc1ccc(OCCOCC(O)=O)cc1
8471,CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)Cc3ccccc3)SC1)C(=O)O
8472,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](c3ccccc3)N)SC1)C(=O)OCOC(=O)C(C)(C)C
8473,Cn1c(nnn1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)CS/C=C\C#N)SC2)C(=O)O
8474,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)N=CN3CCCCCC3)C(=O)O)C
8475,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](c3ccccc3)N=C)C(=O)O)C
8476,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)CSCC=C)C(=O)O)C
8477,CC(=O)OCOC(=O)[C@H]1C(S[C@H]2N1C(=O)[C@H]2NC(=O)CC3=CC=CC=C3)(C)C
8478,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)N3C(=O)C(NC3(C)C)c4ccccc4)C(=O)O)C
8479,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C(C)(C)Oc3ccccc3)C(=O)O)C
8480,CCN(CC)CCOC(=O)[C@H]1C(S[C@H]2N1C(=O)[C@H]2NC(=O)c3c(cccc3OC)OC)(C)C
8481,CCCCSCC(=O)N[C@H]1[C@@H]2N(C1=O)[C@H](C(S2)(C)C)C(=O)O
8482,CCCCCCCC(=O)N[C@H]1[C@@H]2N(C1=O)[C@H](C(S2)(C)C)C(=O)O
8483,Cc1cc(c(cc1Cc2c[nH]c(=N)[nH]c2=N)OC)OC
8484,C[C@H]1CCC/C=C/[C@@H]2C[C@@H](C[C@H]2[C@@H](/C=C/C(=O)O1)O)O
8485,C[C@@H]1C[C@H]2CC[C@H](O2)[C@@H](C(=O)O[C@H](C[C@@H]3CC[C@@H](O3)[C@H](C(=O)O[C@@H](C[C@H]4CC[C@H](O4)[C@@H](C(=O)O[C@H](C[C@@H]5CC[C@@H](O5)[C@H](C(=O)O1)C)C)C)C)C)C)C
8486,C[C@@H]1CCOC(=O)/C=C/C=C\C(=O)O[C@@H]2C[C@@H]3[C@]4([C@]2([C@]5(CCC(=C[C@H]5O3)C)COC(=O)[C@H]1O)C)CO4
8487,C[C@@H]1CCO[C@H](/C=C/C=C\C(=O)O[C@@H]2C[C@@H]3C4([C@]2([C@]5(CCC(=C[C@H]5O3)C)COC(=O)[C@H]1O)C)CO4)[C@@H](C)O
8488,CC1=C[C@@H]2[C@@]3(CC1)COC(=O)/C=C(/CCO[C@H](/C=C/C=C\C(=O)O[C@H]4[C@]3(C5(CO5)[C@@H](C4)O2)C)[C@@H](C)O)\C
8489,CC1=C[C@@H]2[C@@]3(CC1)COC(=O)/C=C/4\CCO[C@]([C@@H]4O)(/C=C/C=C\C(=O)O[C@H]5[C@]3([C@@]6(CO6)[C@@H](C5)O2)C)[C@H](C)O
8490,CC1=C[C@@H]2[C@@]3(CC1)COC(=O)/C=C(/CCOC(=O)/C=C/C=C\C(=O)O[C@H]4[C@]3(C5(CO5)[C@@H](C4)O2)C)\C
8491,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H](C[C@H](O3)CO)O)N
8492,C[C@H](N)C(=O)N[C@@H](C)[P](O)(O)=O
8493,c1cc2c(cccc2Cl)c(c1)S(=O)(=O)NCCCCCCN
8494,COc1ccc(C[C@@H]2NC[C@@H](O)[C@@H]2OC(C)=O)cc1
8495,C[C@@H]1CCC(=O)[C@@H]([C@@]1(C)/C=C/C(=C/CC2=C(C(=C(C(=C2O)Cl)C)C=O)O)/C)C
8496,c1c(cc(c(c1Sc2cc(cc(c2O)Cl)Cl)O)Cl)Cl
8497,COc1cc(nc(c1)c2ccccn2)/C=N/O
8498,c1cc(ccc1C(=N)N)N/N=N/c2ccc(cc2)C(=N)N
8499,CC(=CC[C@@H]1[C@@](O1)(C)[C@H]2[C@@H]([C@@H](CC[C@]23CO3)OC(=O)/C=C/C=C/C=C/C=C/C(=O)O)OC)C
8500,CCCCc1ccc(nc1)C(=O)O
8501,C[C@@H]1CC(=O)C=C([C@]12C(=O)c3c(cc(c(c3O2)Cl)OC)OC)OC
8502,C=CCc1ccc(c(c1)c2ccc(c(c2)CC=C)O)O
8503,c1cc(c(c(c1)Cl)[N+](=O)[O-])c2c[nH]cc2Cl
8504,c1ccc(cc1)CN=C=S
8505,CC(C)(C)CC(C)(C)c1ccc(c(c1)Cc2ccc(cc2Cl)Cl)O
8506,c1cc(c(cc1N)O)C(=O)NN
8507,COc1ccc(cc1)/C=C/NC=O
8508,COc1ncc(c(n1)N)CO
8509,CC1=C(C(=O)C(=C(C1=O)OC)OC)C
8510,COC1=C([C@@H]([C@@](C=C1Br)(CC#N)O)O)Br
8511,c1cc(c(cc1Br)C(=O)NO)O
8512,CCN(CC)CCOC(=O)c1cccc(c1O)c2ccccc2
8513,C/C(=C/C=C/c1ccccc1)/C(=C\OC)/C(=O)OC
8514,CC1=CC(=C(C=C1C)O)C2CC3CCC2(C3(C)C)C
8515,Cc1c(=O)c(c(oc1C2C/C(=C/C(=C/c3ccc(cc3)[N+](=O)[O-])/C)/CO2)OC)C
8516,CC1C(OC(=O)C1(C)C(=O)C)OC(=O)C
8517,C[C@H]1c2c[nH]c3c2c(ccc3)S[C@H]1C(=O)O
8518,CC1=C(C(CCC1)(C)C)CC/C(=C/CCC2C=C[C@@H](OC2O)C3=CC(=O)OC3O)/C
8519,CC1C(C(=O)C(=C(C1=O)OC)OC)C
8520,NC(COC(=O)C=[N+]=[N-])C(O)=O
8521,C(CC(=O)C=[N+]=[N-])[C@@H](C(=O)O)N
8522,c1cnc([nH]1)[N+](=O)[O-]
8523,CN1C(=O)[C@]23CC4=CC=C[C@@H]([C@H]4N2C(=O)[C@]1(SS3)CO)O
8524,CC(=O)Nc1c-2sscc2n(c1=O)C
8525,CCC(=O)Nc1c-2sscc2n(c1=O)C
8526,C1C(=O)NC(S1)CCCCCC(=O)O
8527,C1C=C2C(=CC(=O)O2)C(O1)O
8528,COC(=O)N/N=C/C1=[N+](C2=CC=CC=C2[N+](=C1)[O-])[O-]
8529,c1ccc2c(c1)n(cc[n+]2=O)[O-]
8530,c1ccc2c(c1)[n+](cc([n+]2[O-])/C=N/NC(=O)CC#N)[O-]
8531,COc1cccc2c1[n+](c3cccc(c3[n+]2[O-])O)[O-]
8532,CC/C(=C(\c1ccccc1)/c2ccc(cc2)OCCN(C)C)/c3ccc(cc3)O
